,title,address,unit_type,Price,Bedrooms,Bathrooms,Lat,Lon,Hydro Inc.,Heat Inc.,Water Inc.,Laundry Inc.,Yard Inc.,Parking Inc.,Gym Inc.,SQFT,Furnished,Air Conditioning,Walk Score,Transit Score,Bike Score,img_1,"img_2""",img_3
,"
                            Forest Hill Residences - 1 Bedroom Apartment for Rent
                        ","780 Eglinton Avenue West, Toronto, ON, M5N 1E9",Apartment,1700,1,1,43.7018973,-79.4226626,0,1,1,1,1,0,0,747,0,0,79,72,71,https://i.ebayimg.com/00/s/NjcwWDEyMTA=/z/x6wAAOSw00BfBDvB/$_27.JPG,https://i.ebayimg.com/00/s/NjcwWDEyMTA=/z/4QQAAOSwr2xfBDvC/$_2.JPG,https://i.ebayimg.com/00/s/NjcwWDEyMTA=/z/p7cAAOSwmqtfBDvE/$_2.JPG
,"
                            Parkside Place - 1 Bedroom Apartment for Rent
                        ","55 Triller Avenue, Toronto, ON, M6R 2H6",Apartment,1765,1,1,43.6399616,-79.4437099,0,1,1,1,1,0,0,655,0,0,86,79,60,https://i.ebayimg.com/00/s/MTYwMFg3NjI=/z/~UYAAOSwVNpe4W5q/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/CIkAAOSwAZJe4W5p/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/mP0AAOSwSU5e4W5p/$_2.JPG
,"
                            Parfait at Atria #3979 - Luxury Condo for Rent
                        ","60 Ann OReilly Road, Toronto, ON, M2J 0C8",Apartment,1850,1,1,43.77407,-79.32932,0,0,0,0,0,0,1,580,0,0,64,64,50,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/IMwAAOSwJmRfByVx/$_27.JPG,https://i.ebayimg.com/00/s/NjU5WDg1Mg==/z/KX4AAOSw3u9fByVx/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/EtMAAOSwNd1fByVx/$_2.JPG
,"
                            Junior I Bdrm. Bsmt. Central Toronto 
                        ","M5R1Y9, Canada",Apartment,1000,1,1,43.6795437,-79.4098121,1,1,1,1,1,1,0,400,0,0,78,84,72,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/z5gAAOSwCN9fBywO/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/ftsAAOSwYVVfBywP/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/7RoAAOSwqOVfBywV/$_2.JPG
,"
                            BACHELOR w/o to yard close to CASA LOMA
                        ",", Toronto M6G3C7 ON, Canada",Apartment,1500,1,1,43.6752576,-79.4226516,1,1,1,1,1,0,0,350,0,1,78,76,88,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/va8AAOSwfGFfByl2/$_27.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/MEcAAOSwIPhfByl~/$_2.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/crgAAOSw80FfBymH/$_2.JPG
,"
                            Apartment for Rent in Parkdale
                        ","109 Jameson Ave, Toronto, ON M6K 2X2, Canada",Apartment,1675,1,1,43.6357472,-79.4350937,0,1,1,1,1,0,0,800,0,0,75,82,85,https://i.ebayimg.com/00/s/NDAwWDMwMA==/z/KkMAAOSwk8Re-jXL/$_27.JPG,https://i.ebayimg.com/00/s/NDAwWDMwMA==/z/LjoAAOSwv-Ze-jYn/$_2.JPG,https://i.ebayimg.com/00/s/NDAwWDMwMA==/z/~VsAAOSwpIhe-jYU/$_2.JPG
,"
                            APT near Eglinton and Dufferin
                        ",", M6E 3R3, Toronto, ON",Apartment,1500,1,1,43.6870212,-79.4463034,1,1,1,1,0,0,0,400,0,1,57,72,73,,,
,"
                            Luxury Jr. 1 Bedroom King St W & Dufferin
                        ","1251 King St W, Toronto, ON M6K 1G7, Canada",Apartment,1639,1,1,43.6382063,-79.4296423,0,1,1,1,1,1,0,549,0,1,80,89,53,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/kJgAAOSwua1evuUR/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/1JUAAOSwx0levuYC/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/vWQAAOSwuQdevuVQ/$_2.JPG
,"
                            Yonge & St.Clair Luxury  1 Bedroom (Air Conditioned)
                        ","60 Pleasant Blvd, Toronto, ON M4T 1K1, Canada",Apartment,1849,1,1,43.6877962,-79.3914731,0,1,1,1,1,0,1,650,0,1,88,85,76,https://i.ebayimg.com/00/s/NDgwWDcyMA==/z/J58AAOSwzCFeXr4U/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/rLYAAOSwOL9eXr4w/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/6FUAAOSwWapeXr43/$_2.JPG
,"
                            Yonge & St. Clair Luxury Bachelor Suite (Air Conditioned)
                        ","60 Pleasant Blvd, Toronto, ON M4T 1K1, Canada",Apartment,1599,1,1,43.6877962,-79.3914731,0,1,1,1,1,0,1,400,0,1,88,85,76,https://i.ebayimg.com/00/s/NDgwWDcyMA==/z/AMcAAOSwWcBe4mjE/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDcyMA==/z/kFIAAOSwX2xe4mjI/$_2.JPG,https://i.ebayimg.com/00/s/NDcwWDcyMA==/z/yc0AAOSwVVBe4mjU/$_2.JPG
,"
                            Upscale 1 Bedroom Suite Yonge & Davisville
                        ","345 Merton St, Toronto, ON M4S 1B5, Canada",Apartment,1850,1,1,43.6979954,-79.385711,0,1,1,1,1,0,0,800,0,0,76,74,58,https://i.ebayimg.com/00/s/NTYzWDgwMA==/z/35cAAOSw6Spe4l-t/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/aNYAAOSwSz1e4l-4/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/FqsAAOSw9~Ne4l~W/$_2.JPG
,"
                            Upscale Large 1 Bedroom Suite Yonge & St. Clair(Air Conditioned)
                        ","60 Pleasant Blvd, Toronto, ON M4T 1K1, Canada",Apartment,1999,1,1,43.6877962,-79.3914731,0,1,1,1,1,0,1,750,0,1,88,85,76,https://i.ebayimg.com/00/s/NDgwWDcyMA==/z/Nm4AAOSwEoNe4mqv/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/77kAAOSwafNe4muj/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/xSQAAOSwk2Je4muu/$_2.JPG
,"
                            Studio in Bloor West Village
                        ","29 Riverview Gardens, York, ON M6S 4E6, Canada",Apartment,1400,1,1,43.6495419,-79.4869514,1,1,1,1,0,0,0,500,1,0,82,79,70,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/N2MAAOSwPJZfBxXU/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/lagAAOSwwcVfBxX0/$_2.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/RMgAAOSw9qRfBxX5/$_2.JPG
,"
                            1 Bdrm Apt Queen St. E. /Broadview (Incl Utilities) Aug 1st
                        ","781 Queen St E, Toronto, ON M4M 1H5, Canada",Apartment,1800,1,1,43.6593631,-79.3468857,1,1,1,0,0,0,0,450,0,0,83,88,69,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/dIgAAOSwYE9e4NTa/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/xLYAAOSwfA5e4NTh/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/iroAAOSw5-1e4NTo/$_2.JPG
,"
                            Parfait at Atria #3979 - Luxury Condo for Rent
                        ","60 Ann OReilly Road, Toronto, ON, M2J 0C8",Apartment,1850,1,15,43.77407,-79.32932,0,0,0,0,0,0,1,653,0,0,64,64,50,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/wtMAAOSwHM9fCGS7/$_27.JPG,https://i.ebayimg.com/00/s/NjAyWDU2Nw==/z/p-kAAOSw~edfCGS7/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/KMEAAOSwmHRfCGS7/$_2.JPG
,"
                            66 Isabella - East Tower - One Bedroom Apartment Apartment...
                        ","66 Isabella Street, Toronto, ON, M4Y 1N3",Apartment,1950,1,1,43.6684244,-79.383016,0,1,0,0,1,0,0,502,0,0,98,91,75,https://i.ebayimg.com/00/s/MTAyNFg3Njg=/z/Z6sAAOSwF41fBt1a/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNDc=/z/JCYAAOSwLpRfBt1Y/$_2.JPG,https://i.ebayimg.com/00/s/NjgyWDEwMjQ=/z/ERIAAOSw40dfBt1a/$_2.JPG
,"
                            Bachelor Suite, Mount Pleasant and Eglinton
                        ","365 Eglinton Avenue East, Toronto, ON, M4P 1M5",Apartment,1300,1,1,43.7090918,-79.3854932,0,0,1,1,1,0,0,325,0,1,87,82,55,,,
,"
                            45 Balliol Street - Jr. 1 Bedroom Apartment for Rent
                        ","45 Balliol Street, Toronto, ON, M4S 1C3",Apartment,1750,1,1,43.6973806,-79.3949306,0,1,1,0,1,0,0,490,0,0,89,80,56,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/mcwAAOSw90le4Wqo/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Ry4AAOSwqmxe4Wqi/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/~qkAAOSwVVBe4Wqi/$_2.JPG
,"
                            45 Balliol Street - Renovated JR 1 Bedroom Apartment for Rent
                        ","45 Balliol Street, Toronto, ON, M4S 1C3",Apartment,1850,1,1,43.6973806,-79.3949306,0,1,1,0,0,0,0,490,0,0,89,80,56,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/7FgAAOSwwcpe4Wqf/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/OY8AAOSwppde4Wqf/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/0bgAAOSwCTZe4Wqg/$_2.JPG
,"
                            45 Balliol Street - Jr. 1 Bedroom Apartment for Rent
                        ","45 Balliol Street, Toronto, ON, M4S 1C3",Apartment,1725,1,1,43.6973806,-79.3949306,0,1,1,0,0,0,0,490,0,0,89,80,56,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/c3wAAOSwNK5e4Wqk/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/qr8AAOSwZ-Ve4Wqk/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/nqwAAOSwkwte4Wqk/$_2.JPG
,"
                            77 Davisville Avenue - Renovated JR 1 Bedroom Apartment for Rent
                        ","77 Davisville Avenue, Toronto, ON, M4S 1G4",Apartment,1895,1,1,43.6984455,-79.393681,0,1,1,0,0,0,0,547,0,0,86,80,54,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/-KIAAOSwpq9e4WqZ/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/2XEAAOSwvqde4WqS/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/gIcAAOSwISJe4Wqb/$_2.JPG
,"
                            77 Davisville Avenue - 1 Bed 1 Bath Apartment for Rent
                        ","77 Davisville Avenue, Toronto, ON, M4S 1G4",Apartment,1795,1,1,43.6984455,-79.393681,0,1,1,0,0,0,0,547,0,0,86,80,54,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Ng0AAOSwvCRe4Wqb/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/r4kAAOSwUjJe4Wqb/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/tH4AAOSwyPRe4Wqa/$_2.JPG
,"
                            225 Davisville Avenue -  Renovated Studio Apartment for Rent
                        ","225 Davisville Avenue, Toronto, ON, M4S 1G9",Apartment,1685,1,1,43.6995814,-79.3881372,0,1,1,0,0,0,0,485,0,0,82,81,69,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/0DwAAOSw2PVe4WqW/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/JNIAAOSwZgBe4WqW/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/INMAAOSwcp9e4WqS/$_2.JPG
,"
                            Large 3 bedroom apartment in the heart of North York
                        ","4 Forest Laneway, Toronto, ON, M2N 5X8",Apartment,1825,1,1,43.7626663,-79.4097187,0,1,1,1,0,1,0,700,0,1,91,90,53,https://i.ebayimg.com/00/s/MTA1M1gxNjAw/z/b4IAAOSw4k5e4Xdy/$_27.JPG,https://i.ebayimg.com/00/s/Mzg0WDI1Ng==/z/-eMAAOSwepNe4Xdt/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ljwAAOSwRh9e4Xd5/$_2.JPG
,"
                             Apartment for rent tastefully furnished
                        ","Bay St, Toronto, ON, Canada",Apartment,1000,1,1,43.6572984,-79.3843645,1,1,1,1,1,1,0,903,1,1,98,97,91,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CCkAAOSwt~1fBoWw/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDQ1MA==/z/wcgAAOSwLohfBoWw/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/aqIAAOSwR0dfBoWx/$_2.JPG
,"
                            Central Downtown Spacious One bedroom unit for Rent
                        ","Bathurst St, Toronto, ON M5S 2R3, Canada",Apartment,1800,1,1,43.6620186,-79.4103584,1,1,1,1,0,0,0,750,1,1,94,97,75,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/k5IAAOSwk19fBoUs/$_27.JPG,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/uzIAAOSwRWVfBoUu/$_2.JPG,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/D0AAAOSwKrxfBoUx/$_2.JPG
,"
                            All-Inclusive with Laundry/Internet Bachelor Studio Apartment
                        ","414 Brunswick Ave., M5R 2Z4, Toronto, ON",Apartment,1500,1,1,43.6700624,-79.409465,1,1,1,1,0,0,0,450,0,1,69,96,96,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/AU8AAOSwoQ5fBoK1/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/VSQAAOSwraRfBoLD/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/~8QAAOSwUkFfBoLS/$_2.JPG
,"
                            ***viewing mon/july 13  downtown east APT AVAILABLE FOR SEPT 1ST
                        ","Queen St E, Toronto, ON M5A 3J8, Canada",Apartment,1195,1,1,43.6569787,-79.3588849,1,1,1,1,1,0,0,725,0,0,82,89,99,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/F08AAOSwIOlfBn6U/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/lkMAAOSwILZfBn58/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/wS0AAOSwMhRfBn5~/$_2.JPG
,"
                            1 bedroom rental 
                        ","58 Thorncliffe Park Dr, Toronto, ON M4H, Canada",Apartment,700,1,1,43.7046251,-79.3426392,1,1,1,1,1,0,0,765,0,0,66,67,49,,,
,"
                            Trinity Bellwoods Area Bright 1 Bedroom Main Floor Apt For Aug 1
                        ","180 Manning Ave, Toronto, ON M6J 2K5, Canada",Apartment,1950,1,1,43.6506098,-79.4108565,1,1,1,1,1,0,0,700,0,1,76,90,85,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/7EMAAOSwNItfB4ud/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/~qUAAOSw1H9fB4uV/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/AbAAAOSwn1tfB4nf/$_2.JPG
,"
                            Bachelor for Rent
                        ","1996 Bathurst St, York, ON M5P 3L1, Canada",Apartment,1350,1,1,43.6993759,-79.4252237,1,1,1,1,0,0,0,500,1,0,81,77,85,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/f9EAAOSwnNxfA6Yp/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/UNwAAOSwZQ1fA6Yu/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/hHUAAOSwoaVfA6Yz/$_2.JPG
,"
                            One ground level apartment in prime Riverdale for rent
                        ","204 Riverdale Ave, Toronto, ON M4K 1C5, Canada",Apartment,1850,1,4,43.6707276,-79.3451695,1,1,1,1,0,1,0,600,0,1,80,92,82,,,
,"
                            1 Bedroom for rent in a 2-bedroom 2-bathroom apartment
                        ","920 Sheppard Ave W, Toronto M3H 0A2 ON",Apartment,1200,1,1,43.7517383,-79.4581709,0,0,1,1,1,1,1,1000,0,1,54,81,48,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/J6kAAOSwNGxfBkZA/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/5i4AAOSwIoJfBkZC/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/RMUAAOSwwshfBkZF/$_2.JPG
,"
                            Spadina & College apartment for rent 
                        ","M5T2G6, Canada",Apartment,980,1,1,43.6569131,-79.3992577,1,1,1,0,0,0,0,250,1,1,98,96,75,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/IkwAAOSwG4Be88ae/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/GDEAAOSwQo5e88ah/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/3cwAAOSwubZe88ak/$_2.JPG
,"
                            Apartment For Rent
                        ","7 Greentree Ct, York, ON M6M 2A6, Canada",Apartment,1400,1,1,43.6921914,-79.4792211,1,1,1,1,0,0,0,400,0,0,44,69,46,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/HaQAAOSwIexeWYEK/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/MJsAAOSw3BReWYEP/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/z6cAAOSw3kFeWYEU/$_2.JPG
,"
                            1 Bedroom in the Garden District
                        ","40-40 Gerrard St E, Toronto, ON M5B 2M2, Canada",Apartment,1849,1,1,43.6597813,-79.3803887,0,1,1,1,0,0,0,538,0,1,97,94,74,https://i.ebayimg.com/00/s/ODAwWDUzNA==/z/3dYAAOSw2SNfBiMt/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/McIAAOSwL5tfBiMw/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/mj0AAOSwx65fBiMz/$_2.JPG
,"
                            Bachelor - Upper Beaches! Spacious Upgraded Suites! Call now!
                        ","600 Kingston Road, Toronto, ON, M4E 1R1",Apartment,1669,1,1,43.6787296,-79.2997244,0,1,1,1,1,0,0,636,0,0,70,83,64,https://i.ebayimg.com/00/s/NDY1WDcwMA==/z/NoIAAOSwkVRfBhks/$_27.JPG,https://i.ebayimg.com/00/s/NDY1WDcwMA==/z/bQ0AAOSwC5NfBhks/$_2.JPG,https://i.ebayimg.com/00/s/NDY1WDcwMA==/z/2FAAAOSww0hfBhks/$_2.JPG
,"
                            1 Bedroom Apartment for Rent
                        ","394 Dovercourt Rd, Toronto, ON M6J 3E5, Canada",Apartment,1800,1,1,43.6523403,-79.426125,0,1,1,1,0,0,0,700,0,0,89,81,91,http://img.youtube.com/vi/2NGz0BY11r8/0.jpg,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/5OsAAOSwZbde-lsd/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/x1YAAOSwKFpe-lsf/$_2.JPG
,"
                            Studio for Rent
                        ","382 Dovercourt Rd, Toronto, ON M6J 3E6, Canada",Apartment,1650,1,1,43.6520519,-79.4260151,0,1,1,1,0,0,0,600,0,0,86,83,89,http://img.youtube.com/vi/Qttrto_MhYk/0.jpg,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/sQAAAOSw68ZevsJo/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/pAYAAOSwhjNevsJt/$_2.JPG
,"
                            Micro Bachelor Apartment for Rent - 229 Carlton Street
                        ","229 Carlton Street, Toronto, ON, M5A 2L2",Apartment,1000,1,1,43.6639456,-79.3685987,0,0,0,0,0,0,0,200,0,0,91,85,75,,,
,"
                            Fully furnished one bedroom apartment for rent no credit check 
                        ","Firvalley Ct, Toronto, ON M1L 1P1, Canada",Apartment,1500,1,1,43.703648,-79.27928,1,1,1,1,1,1,0,600,1,1,28,84,61,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/2xcAAOSwZxNfBiOe/$_27.PNG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/jb0AAOSw-VBfBiOk/$_2.PNG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/QAUAAOSw8~ZfBiOp/$_2.PNG
,"
                            Large 1 bedroom basement apartment for rent *walkout basement* 
                        ","M9N2B6, Canada",Apartment,1300,1,1,43.703956,-79.5226683,0,1,1,0,1,1,0,750,0,0,65,73,65,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/av8AAOSwSTFfBhmS/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/wT0AAOSwPvlfBhmU/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/574AAOSwCcJfBhmV/$_2.JPG
,"
                            downtown bachelor 565 sherbourne st
                        ","565 Sherbourne St, Toronto, ON M4X 1W7, Canada",Apartment,1468,1,1,43.6701586,-79.3756379,0,1,1,1,1,1,1,700,0,0,90,89,99,https://i.ebayimg.com/00/s/Njk0WDgwMA==/z/D9sAAOSwG0BfAPUr/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ni8AAOSwT8VfAPUu/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/HPIAAOSw9JNfAPUx/$_2.JPG
,"
                            Bachelor on Bayview South of Davisville
                        ","1299 Bayview Ave, Toronto, ON M4G 2Z8, Canada",Apartment,1595,1,1,43.6980266,-79.3717666,1,1,1,1,0,0,0,370,0,0,75,54,69,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/dtkAAOSwktpfBhFq/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/fvwAAOSwzbxfBhH0/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/guEAAOSwL7VfBhH5/$_2.JPG
,"
                            Beautiful Furnished Studio Across the Lake
                        ","68 Woodbine Ave, Toronto, ON M4L 2A2, Canada",Apartment,1550,1,1,43.6667324,-79.3051731,1,1,1,1,1,0,0,750,1,1,74,70,97,http://img.youtube.com/vi/yiUmS7HgcS4/0.jpg,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/xW8AAOSwYvtfBhBr/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/5uQAAOSwmYlfBhCY/$_2.JPG
,"
                            1 &Bedroom Available - South Etobicoke
                        ","6 Twenty Fourth St, Etobicoke, ON M8V 3N4, Canada",Apartment,1599,1,1,43.5974672,-79.5233504,1,0,0,1,1,0,0,710,0,0,63,65,81,http://img.youtube.com/vi/oM9Eaa7fFgQ/0.jpg,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/vUkAAOSwIpReYqIR/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/3Q8AAOSwrSpeYqKL/$_2.JPG
,"
                            Cozy one bedroom apartment for rent nearby Yorkdale
                        ","283 Harvie Ave, York, ON M6E 4L1, Canada",Apartment,1200,1,1,43.684691,-79.4529753,0,0,0,1,1,1,0,550,1,1,59,74,69,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/qgkAAOSwMtBfBgW4/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/gsEAAOSwAGxfBgW~/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/SJYAAOSwQjhfBgXC/$_2.JPG
,"
                            Small bachelor apartment
                        ","Pelham Ave, Toronto, ON M6N 1A6, Canada",Apartment,1000,1,1,43.66815,-79.456276,0,1,1,1,1,0,0,200,1,1,62,75,94,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/JMYAAOSwgw9fBgXY/$_27.PNG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/GW0AAOSwxfxfBgXa/$_2.PNG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/O-cAAOSwCXBfBgXc/$_2.PNG
,"
                            101 Peter St #3901
                        ","101 Peter St, Toronto, ON M5V 0G6, Canada",Apartment,2000,1,1,43.6475126,-79.3927022,0,1,1,1,1,0,1,500,0,1,10,10,56,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/DY8AAOSwcQRfBgNv/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/My0AAOSwgD9fBgNz/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/qyIAAOSwjd5fBgN4/$_2.JPG
,"
                            1-Bedroom Apt, Utilities Included (Bloor/Symington Ave.)
                        ","Symington Ave., Toronto M6P3W1 ON",Apartment,1650,1,1,43.6587536,-79.44855,1,1,1,0,1,0,0,450,0,1,88,98,92,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/tQoAAOSwexNfBgIR/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/UaoAAOSw97RfBgIh/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/dAgAAOSwE6dfBgIz/$_2.JPG
,"
                            1 bd, 1 bth, all-inclusive, sep entrance, yard, shops, TTC, WiFi
                        ","Murison Blvd, Scarborough, ON M1B 2B2, Canada",Apartment,1100,1,1,43.7973902,-79.2108256,1,1,1,1,1,0,0,550,1,0,43,64,33,https://i.ebayimg.com/00/s/ODAwWDcxNA==/z/7G4AAOSwHitfBfXd/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/hHIAAOSwP2pfBfYZ/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/RCAAAOSwfkVfBfYk/$_2.JPG
,"
                            Renovated 1 Bedroom !
                        ","50 Hillsboro Ave, Toronto, ON M5R 1S8, Canada",Apartment,1950,1,1,43.675823,-79.3936,0,1,1,1,1,0,1,700,0,0,93,90,65,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/7REAAOSwVT1ez-de/$_27.PNG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/0dsAAOSwNG5ez-dg/$_2.PNG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/6XkAAOSwSWdez-di/$_2.PNG
,"
                            Beautiful 1 Bedroom Apartment for RENT
                        ",", Etobicoke M9B 6B5 ON, Canada",Apartment,1625,1,1,43.6514193,-79.5647341,0,1,1,1,1,0,0,880,0,0,34,57,48,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/OY8AAOSwjE9fBe5-/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ldYAAOSwIOlfBe6B/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6mYAAOSwq4hfBe6E/$_2.JPG
